id;creatoDa;data;comodity;mercato;sede;metodoPagamento;idStatoPda;statoPDA;idStatoLuce;statoLuce;idStatoGas;statoGas;dataImport;idMandato;mandato;winback;dataCreazione;campagna;idCampagna;metodoInvio;pratica;sanataBo;tipoAcquisizione;idGestioneLead;leadId;codMaticola;dataSwitchInLuce;dataSwitchOutLuce;dataSwitchInGas;dataSwitchOutGas;deltaMortalitaLuce;deltaMortalitaGas;noteStatoLuce;noteStatoGas;utm;id;tipoCampagna;pesoComodity;pesoInvio;pesoMPagamento;totalePesoLordo;faseLuce;faseGas;totalePesoNetto;mese;fasePDA;pesoTotalePagato;codicePlicoLuce;codicePlicoGas;pesoFormazione;pezzoLordo;pezzoNetto;pezzoPagato;pezzoFormazione;fasePost;statoPost;faseMacroStatoGas;faseMacroStatoLuce;
19046428;roberta.montalto;2025-09-01;Luce;Residenziale;Lamezia;RID;15707;Ok Definitivo;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 07:21:19;SPN_LEAD;27;;93130;no;Switch;GCL181096;267602;AG905777670;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046428;Lead;1;0;0;1;OK;BKL;1;2025-09-01;OK;1;DOA2051581SA;;0;1;1;1;0;OK;Activated;;;
19046429;francesco.lucarelli;2025-09-01;Luce;Residenziale;Castrovillari;Bollettino Postale;15707;Ok Definitivo;10;Cancelled;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 07:21:34;SPN_LEAD;27;;93131;no;Switch;GCL181099;267605;AG905779032;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;Revoca switching per variazione del cliente finale sulla fornitura;;vuoto;19046429;Lead;0.5;0;0;0.5;KO;BKL;0;2025-09-01;OK;0;DOA2051588SA;;0;1;0;0;0;KO;Cancelled;;KO Precheck;
19046430;francesco.lucarelli;2025-09-01;Gas;Residenziale;Castrovillari;Bollettino Postale;15707;Ok Definitivo;2;;9;Cancelled;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 07:21:34;SPN_LEAD;27;;93132;no;Switch;GCL181099;267605;AG905779032;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;PdR abbinato ad un cliente finale diverso da quello dichiarato nella richiesta;vuoto;19046430;Lead;0.5;0;0;0.5;BKL;KO;0;2025-09-01;OK;0;;DOA2051588SA;0;1;0;0;0;KO;Cancelled;KO Precheck;;
19046431;francesca.filomia;2025-09-01;Polizza;Residenziale;Castrovillari;RID;4;Ko Recall;2;;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 07:24:34;PLEN_SW2;87;;93133;no;Switch;Vuoto;52864;;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046431;SWO;1;0;0;1;BKL;BKL;0;2025-09-01;KO;0;;;0;1;0;0;0;KO;;;;
19046432;matteo.passarelli;2025-09-01;Gas;Residenziale;Castrovillari;Bollettino Postale;15698;Ko Definitivo;2;;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 07:50:23;SPN_LEAD;27;;93145;no;Switch;GCL181133;267641;;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046432;Lead;0.5;0;0;0.5;BKL;BKL;0;2025-09-01;KO;0;;;0;1;0;0;0;BKL;;;;
19046433;stefania.messina;2025-09-01;Luce;Residenziale;Vibo;RID;15707;Ok Definitivo;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 07:58:51;SPN_LEAD;27;;93150;no;Switch;GCL181439;267733;AG905777669;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046433;Lead;1;0;0;1;OK;BKL;1;2025-09-01;OK;1;DOA2051608SA;;0;1;1;1;0;OK;Activated;;;
19046434;maria.candido;2025-09-01;Luce;Residenziale;Lamezia;RID;15707;Ok Definitivo;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:04:07;SPN_LEAD;27;;93152;no;Switch;GCL181720;267663;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046434;Lead;1;0;0;1;OK;BKL;1;2025-09-01;OK;1;DOA2051623SA;;0;1;1;1;0;OK;Activated;;;
19046435;maria.candido;2025-09-01;Gas;Residenziale;Lamezia;RID;15707;Ok Definitivo;2;;6;Activated;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:04:07;SPN_LEAD;27;;93153;no;Switch;GCL181720;267663;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046435;Lead;1;0;0;1;BKL;OK;1;2025-09-01;OK;1;;DOA2051623SA;0;1;1;1;0;OK;Activated;;;
19046436;angela.rizzo;2025-09-01;Luce;Residenziale;Lamezia;RID;15707;Ok Definitivo;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:06:37;SPN_LEAD;27;;93155;no;Switch;GCL181155;267726;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046436;Lead;1;0;0;1;OK;BKL;1;2025-09-01;OK;1;DOA2051614SA;;0;1;1;1;0;OK;Activated;;;
19046437;roberta.montalto;2025-09-01;Luce;Residenziale;Lamezia;RID;15708;KO NON VALIDATO;4;RIFIUTATO;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:07:26;SPN_LEAD;27;;93156;no;Switch;GCL181191;267830;AG905777670;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;PRECHECK KO PER DATI ANAGRAFICI ERRATI;;vuoto;19046437;Lead;1;0;0;1;KO;BKL;0;2025-09-01;KO;0;DOA2051632SA;;0;1;0;0;0;KO;RIFIUTATO;;KO Precheck;
19046438;vanessa.macheda;2025-09-01;Luce;Residenziale;Vibo;Bollettino Postale;15707;Ok Definitivo;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:09:36;SPN_LEAD;27;;93161;no;Switch;GCL181110;267617;AG90513563;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046438;Lead;0.5;0;0;0.5;OK;BKL;0.5;2025-09-01;OK;0.5;DOA2051628SA;;0;1;1;1;0;OK;Activated;;;
19046439;vanessa.macheda;2025-09-01;Gas;Residenziale;Vibo;Bollettino Postale;15707;Ok Definitivo;2;;6;Activated;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:10:09;SPN_LEAD;27;;93162;no;Switch;GCL181110;267617;AG90513563;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046439;Lead;0.5;0;0;0.5;BKL;OK;0.5;2025-09-01;OK;0.5;;DOA2051628SA;0;1;1;1;0;OK;Activated;;;
19046440;martina.lucchino;2025-09-01;Luce;Residenziale;Lamezia;RID;15707;Ok Definitivo;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:10:36;SPN_LEAD;27;;93165;no;Switch;GCL181143;267652;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046440;Lead;1;0;0;1;OK;BKL;1;2025-09-01;OK;1;DOA2051612SA;;0;1;1;1;0;OK;Activated;;;
19046441;roberta.montalto;2025-09-01;Luce;Residenziale;Lamezia;RID;15698;Ko Definitivo;2;;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:11:35;SPN_LEAD;27;;93166;no;Switch;GCL181191;267830;;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046441;Lead;1;0;0;1;BKL;BKL;0;2025-09-01;KO;0;;;0;1;0;0;0;BKL;;;;
19046442;teresa.tancredi;2025-09-01;Luce;Residenziale;Castrovillari;Bollettino Postale;15698;Ko Definitivo;2;;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:13:00;SPN_LEAD;27;;93169;no;Switch;GCL180963;267440;;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046442;Lead;0.5;0;0;0.5;BKL;BKL;0;2025-09-01;KO;0;;;0;1;0;0;0;BKL;;;;
19046443;teresa.tancredi;2025-09-01;Gas;Residenziale;Castrovillari;Bollettino Postale;15698;Ko Definitivo;2;;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:13:00;SPN_LEAD;27;;93170;no;Switch;GCL180963;267440;;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046443;Lead;0.5;0;0;0.5;BKL;BKL;0;2025-09-01;KO;0;;;0;1;0;0;0;BKL;;;;
19046444;angela.rizzo;2025-09-01;Polizza;Residenziale;Lamezia;RID;4;Ko Recall;2;;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:15:23;SPN_LEAD;27;;93172;no;Switch;GCL181155;267726;;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046444;Lead;1;0;0;1;BKL;BKL;0;2025-09-01;KO;0;;;0;1;0;0;0;KO;;;;
19046445;rosetta.pullia;2025-09-01;Luce;Residenziale;Lamezia;Bollettino Postale;15707;Ok Definitivo;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:22:23;SPN_LEAD;27;;93180;no;Switch;GCL180637;266997;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046445;Lead;0.5;0;0;0.5;OK;BKL;0.5;2025-09-01;OK;0.5;DOA2051642SA;;0;1;1;1;0;OK;Activated;;;
19046446;rosetta.pullia;2025-09-01;Gas;Residenziale;Lamezia;Bollettino Postale;15707;Ok Definitivo;2;;6;Activated;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:22:40;SPN_LEAD;27;;93181;no;Switch;GCL180637;266997;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046446;Lead;0.5;0;0;0.5;BKL;OK;0.5;2025-09-01;OK;0.5;;DOA2051642SA;0;1;1;1;0;OK;Activated;;;
19046447;mariagrazia.raso;2025-09-01;Luce;Residenziale;Lamezia;Bollettino Postale;15707;Ok Definitivo;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:23:45;SPN_LEAD;27;;93186;no;Switch;GCL180875;267300;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046447;Lead;0.5;0;0;0.5;OK;BKL;0.5;2025-09-01;OK;0.5;DOA2051653SA;;0;1;1;1;0;OK;Activated;;;
19046448;rossella.cefala;2025-09-01;Luce;Residenziale;Lamezia;Bollettino Postale;15707;Ok Definitivo;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:25:17;SPN_LEAD;27;;93193;no;Switch;GCL181154;267664;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046448;Lead;0.5;0;0;0.5;OK;BKL;0.5;2025-09-01;OK;0.5;DOA2051646SA;;0;1;1;1;0;OK;Activated;;;
19046449;marika.difranco;2025-09-01;Luce;Residenziale;Castrovillari;Bollettino Postale;15698;Ko Definitivo;2;;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:31:34;SPN_LEAD;27;;93198;no;Switch;GCL181198;267838;;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046449;Lead;0.5;0;0;0.5;BKL;BKL;0;2025-09-01;KO;0;;;0;1;0;0;0;BKL;;;;
19046450;anna.martone;2025-09-01;Luce;Residenziale;Vibo;Bollettino Postale;15707;Ok Definitivo;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:37:05;SPN_LEAD;27;;93210;no;Switch;GCL181204;267844;AG905777669;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046450;Lead;0.5;0;0;0.5;OK;BKL;0.5;2025-09-01;OK;0.5;DOA2051656SA;;0;1;1;1;0;OK;Activated;;;
19046451;stefania.messina;2025-09-01;Luce;Residenziale;Vibo;RID;15707;Ok Definitivo;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:37:27;SPN_LEAD;27;;93211;no;Voltura;GCL181218;267858;AG905777669;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046451;Lead;1;0;0;1;OK;BKL;1;2025-09-01;OK;1;DOA123417VS;;0;1;1;1;0;OK;Activated;;;
19046452;adele.malizia;2025-09-01;Luce;Residenziale;Rende;Bollettino Postale;15707;Ok Definitivo;11;Superseded;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:41:33;SPN_LEAD;27;;93220;no;Switch;GCL181179;267795;AG905796348;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;REVOCA SWITCHING PER ESERCIZIO DEL DIRITTO DI RIPENSAMENTO DA PARTE DEL CLIENTE;;vuoto;19046452;Lead;0.5;0;0;0.5;KO;BKL;0;2025-09-01;OK;0;DOA2051675SA;;0;1;0;0;0;KO;Superseded;;KO Ripensamento;
19046453;adele.malizia;2025-09-01;Gas;Residenziale;Rende;Bollettino Postale;15707;Ok Definitivo;2;;15;Superseded;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:41:33;SPN_LEAD;27;;93221;no;Switch;GCL181179;267795;AG905796348;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;REVOCA SWITCHING PER ESERCIZIO DEL DIRITTO DI RIPENSAMENTO DA PARTE DEL CLIENTE;vuoto;19046453;Lead;0.5;0;0;0.5;BKL;KO;0;2025-09-01;OK;0;;DOA2051675SA;0;1;0;0;0;KO;Superseded;KO Ripensamento;;
19046454;rossella.rettura;2025-09-01;Polizza;Residenziale;Lamezia;RID;5;Ok Recall;2;;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:43:25;SPN_LEAD;27;;93229;no;Switch;GCL181173;267769;;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046454;Lead;1;0;0;1;BKL;BKL;0;2025-09-01;BKL;0;;;0;1;0;0;0;KO;;;;
19046455;stefania.messina;2025-09-01;Gas;Residenziale;Vibo;RID;15707;Ok Definitivo;2;;6;Activated;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:48:24;SPN_LEAD;27;;93233;no;Switch;GCL181218;267858;AG905777669;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046455;Lead;1;0;0;1;BKL;OK;1;2025-09-01;OK;1;;DOA2051669SA;0;1;1;1;0;OK;Activated;;;
19046456;francesca.filomia;2025-09-03;Luce;Residenziale;Castrovillari;RID;15707;Ok Definitivo;10;Cancelled;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:53:43;SPN_LEAD;27;;93239;no;Switch;GCL181233;267880;AG905779032;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;Revoca per altra richiesta di switching prevalente;;vuoto;19046456;Lead;1;0;0;1;KO;BKL;0;2025-09-01;OK;0;DOA2053514SA;;0;1;0;0;0;KO;Cancelled;;SW Prevalente;
19046457;saverio.gigliotti;2025-09-01;Gas;Residenziale;Lamezia;Bollettino Postale;15707;Ok Definitivo;2;;7;In Fulfillment;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 08:58:11;SPN_LEAD;27;;93242;no;Subentro;GCL181230;267893;AG905796351;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046457;Lead;0.5;0;0;0.5;BKL;OK;0.5;2025-09-01;OK;0.5;;DIN243529SA;0;1;1;1;0;OK;In Fulfillment;;;
19046458;angela.rizzo;2025-09-01;Gas;Residenziale;Lamezia;Bollettino Postale;15707;Ok Definitivo;2;;6;Activated;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 09:06:02;SPN_LEAD;27;;93245;no;Switch;GCL181258;267910;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046458;Lead;0.5;0;0;0.5;BKL;OK;0.5;2025-09-01;OK;0.5;;DOA2051704SA;0;1;1;1;0;OK;Activated;;;
19046459;rossella.cefala;2025-09-01;Luce;Residenziale;Lamezia;RID;15707;Ok Definitivo;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 09:13:02;SPN_LEAD;27;;93250;no;Switch;GCL180941;267651;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046459;Lead;1;0;0;1;OK;BKL;1;2025-09-01;OK;1;DOA2051677SA;;0;1;1;1;0;OK;Activated;;;
19046460;luana.cutrulla;2025-09-01;Luce;Residenziale;Lamezia;Bollettino Postale;15707;Ok Definitivo;11;Superseded;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 09:14:37;SPN_LEAD;27;;93258;no;Switch;GCL181263;267919;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;REVOCA SWITCHING PER ESERCIZIO DEL DIRITTO DI RIPENSAMENTO DA PARTE DEL CLIENTE;;vuoto;19046460;Lead;0.5;0;0;0.5;KO;BKL;0;2025-09-01;OK;0;DOA2051695SA;;0;1;0;0;0;KO;Superseded;;KO Ripensamento;
19046461;maria.marinaro;2025-09-01;Luce;Residenziale;Lamezia;Bollettino Postale;15707;Ok Definitivo;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 09:27:19;SPN_LEAD;27;;93264;no;Voltura;GCL181217;267857;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046461;Lead;0.5;0;0;0.5;OK;BKL;0.5;2025-09-01;OK;0.5;DOA123432VS;;0;1;1;1;0;OK;Activated;;;
19046462;saverio.gigliotti;2025-09-01;Polizza;Residenziale;Lamezia;RID;15699;Ko Controllo Dati;4;RIFIUTATO;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 09:42:21;SPN_LEAD;27;;93281;no;Switch;GCL181300;267962;AG905796351;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;CONFERMA KO;;vuoto;19046462;Lead;1;0;0;1;KO;BKL;0;2025-09-01;KO;0;DOA2051772SA;;0;1;0;0;0;KO;RIFIUTATO;;KO Ripensamento;
19046463;mariarosaria.scotti;2025-09-01;Polizza;Residenziale;Lamezia;RID;2;Ok Firma;4;RIFIUTATO;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 09:47:14;ENI_PLZ;93;;93288;no;Switch;Vuoto;234703;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;CONFERMA KO;;vuoto;19046463;Valore;1;0;0;1;KO;BKL;0;2025-09-01;OK;0;DOA2051742SA;;0;1;0;0;0;KO;RIFIUTATO;;KO Ripensamento;
19046464;luana.cutrulla;2025-09-01;Luce;Residenziale;Lamezia;RID;15698;Ko Definitivo;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 09:51:22;SPN_LEAD;27;;93290;no;Switch;GCL181317;267979;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046464;Lead;1;0;0;1;OK;BKL;1;2025-09-01;KO;0;DOA2051753SA;;0;1;1;0;0;OK;Activated;;;
19046465;anna.martone;2025-09-01;Polizza;Residenziale;Vibo;RID;2;Ok Firma;4;RIFIUTATO;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 09:51:24;SPN_LEAD;27;;93291;no;Switch;GCL181332;267996;AG905777669;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;CONFERMA KO;;vuoto;19046465;Lead;1;0;0;1;KO;BKL;0;2025-09-01;OK;0;DOA2051757SA;;0;1;0;0;0;KO;RIFIUTATO;;KO Ripensamento;
19046466;vanessa.macheda;2025-09-01;Polizza;Residenziale;Vibo;RID;2;Ok Firma;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 09:54:31;SPN_LEAD;27;;93294;no;Switch;GCL181283;267944;AG90513563;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046466;Lead;1;0;0;1;OK;BKL;1;2025-09-01;OK;1;DOA2051759SA;;0;1;1;1;0;OK;Activated;;;
19046467;luana.cutrulla;2025-09-01;Gas;Residenziale;Lamezia;RID;15698;Ko Definitivo;2;;6;Activated;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 10:00:20;SPN_LEAD;27;;93298;no;Switch;GCL181317;267979;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046467;Lead;1;0;0;1;BKL;OK;1;2025-09-01;KO;0;;DOA2051764SA;0;1;1;0;0;OK;Activated;;;
19046468;matteo.passarelli;2025-09-01;Luce;Residenziale;Castrovillari;RID;15698;Ko Definitivo;2;;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 10:03:47;SPN_LEAD;27;;93300;no;Switch;GCL181297;267959;;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046468;Lead;1;0;0;1;BKL;BKL;0;2025-09-01;KO;0;;;0;1;0;0;0;BKL;;;;
19046469;luana.cutrulla;2025-09-01;Polizza;Residenziale;Lamezia;RID;2;Ok Firma;6;Activated;2;;2025-10-13 11:23:01;4;Plenitude;no;2025-09-01 10:03:51;SPN_LEAD;27;;93301;no;Switch;GCL181317;267979;AG905796350;0000-00-00;0000-00-00;0000-00-00;0000-00-00;0;0;;;vuoto;19046469;Lead;1;0;0;1;OK;BKL;1;2025-09-01;OK;1;DOA2051788SA;;0;1;1;1;0;OK;Activated;;;
